,State_FIPS_Code,County_FIPS_Code,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate
2807,50,7,149613,6.3,8.5,1.4,3.6,8.9,9.5,13.5,9178,2764,2147,9329,14841,171182,86.6,81.3,56.0,68.7,76.7,14.9,66.3,20.0,4.2,10177,14577,2501,240.0,68.2
935,20,99,22169,7.6,12.5,5.4,0.8,12.4,34.5,14.6,2523,689,582,1394,1107,59351,77.3,-1111.1,23.1,-1111.1,-1111.1,34.2,88.9,32.4,6.9,2903,3567,767,72.2,27.1
334,12,35,76410,6.9,11.2,3.3,3.0,10.5,27.7,12.1,8014,1042,2702,4412,4003,247845,83.7,91.0,54.6,65.1,61.2,21.8,65.6,34.3,9.7,6658,15089,1769,35.3,17.0
1851,36,51,64205,5.3,9.0,1.9,2.5,12.1,17.3,8.0,7208,1674,1554,3695,4368,2547,91.9,-1111.1,-1111.1,-1111.1,-1111.1,17.7,-1111.1,16.0,4.9,5594,7938,1417,53.0,35.8
2450,47,49,17159,7.5,14.1,4.2,0.9,12.0,54.1,9.3,5118,503,1020,1109,877,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.1,3254,2411,1093,40.8,5.8
2848,51,63,14649,5.9,8.7,3.5,2.1,13.2,38.7,11.8,3134,247,352,858,660,8480,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.9,1632,2001,394,27.3,20.5
470,13,173,7553,9.0,11.9,8.7,0.9,23.6,16.2,-1111.1,1592,157,231,447,391,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1337,648,229,39.7,0.0
853,19,133,9520,5.5,10.6,4.1,1.0,9.7,36.7,14.8,1267,290,166,560,330,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,85.3,-1111.1,10.0,1019,2101,210,52.5,52.5
2070,39,59,41123,7.2,10.3,4.1,1.8,16.6,17.6,15.0,5994,1448,1252,2817,1988,204995,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.7,5611,6239,1311,51.1,36.5
2334,45,41,131097,12.0,15.5,5.5,1.5,29.4,28.9,7.6,23015,5660,3433,7583,6313,5078705,84.9,80.9,46.8,63.7,62.3,30.0,80.4,29.8,9.7,20012,15499,4514,109.1,46.5
3115,55,137,24789,6.3,8.8,4.4,2.4,24.7,33.4,9.8,3702,673,551,1667,1324,53,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.5,76.1,-1111.1,9.3,2688,3988,574,40.3,20.2
2559,48,77,11287,6.3,10.1,5.7,1.1,14.3,28.5,-1111.1,1539,238,422,625,481,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1506,1321,158,26.6,0.0
950,20,129,3196,5.4,10.1,5.1,2.3,32.5,-1111.1,-1111.1,371,66,52,190,149,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.2,551,496,46,62.6,62.6
2649,48,257,89129,8.4,13.9,6.1,1.3,20.6,28.0,16.3,14280,2190,1856,4627,3917,170468,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,79.3,-1111.1,9.4,11867,11780,2121,34.8,11.2
128,5,39,8524,12.2,15.8,7.6,0.7,32.6,29.5,-1111.1,1883,268,373,545,481,32847,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.7,1540,1404,320,46.9,46.9
2546,48,51,17238,7.2,12.1,7.9,1.1,20.7,37.9,13.5,3284,347,531,915,726,8517,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2869,2605,356,23.2,11.6
2906,51,185,44795,10.7,13.9,3.6,1.5,18.3,22.3,20.2,10388,861,2328,2636,2055,20,76.7,-1111.1,-1111.1,-1111.1,-1111.1,30.9,79.2,34.5,8.9,5533,7306,3618,109.4,31.3
1361,27,99,38799,6.4,11.2,3.9,1.8,26.6,15.8,12.0,4631,778,754,2120,2036,251369,82.1,-1111.1,-1111.1,-1111.1,74.1,14.7,72.7,31.3,5.9,3573,7259,834,74.7,49.0
258,8,31,557917,9.4,13.0,5.3,2.3,29.2,16.4,14.2,79178,18207,14836,39765,40390,503378,80.8,73.5,38.7,72.9,73.9,22.8,76.1,20.8,5.2,101192,57936,11503,194.1,78.0
14,1,29,14460,8.5,12.3,6.7,0.8,11.9,35.5,30.1,3695,234,597,833,697,869963,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,2107,1852,646,0.0,6.9
458,13,149,11346,10.3,13.3,7.2,0.7,13.1,29.4,15.2,2476,303,478,665,570,12968178,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1709,938,320,0.0,8.8
2858,51,83,36284,9.1,13.5,4.7,1.6,27.8,36.9,13.1,9133,965,1535,2080,1621,1838323,85.9,-1111.1,-1111.1,-1111.1,-1111.1,31.8,77.7,42.4,11.7,4807,6051,1616,52.4,27.6
361,12,87,76329,5.8,9.5,2.7,4.1,13.3,22.3,17.7,8955,1327,2573,4435,3676,63,88.4,-1111.1,-1111.1,-1111.1,-1111.1,21.2,73.1,26.3,7.2,10211,9717,1435,68.1,43.2
2225,41,39,335180,6.0,9.1,3.1,2.2,22.4,11.7,16.2,28032,10683,9205,25122,26595,2140260,80.4,79.6,51.2,74.0,70.5,17.5,75.7,24.7,5.9,41730,44140,7104,91.9,51.3
1378,27,133,9520,5.5,9.3,3.0,1.0,15.3,20.0,11.9,1181,158,88,525,516,6400,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,844,1791,175,126.1,31.5
1622,30,53,19193,5.4,7.9,5.0,3.6,23.4,35.6,18.2,2693,638,766,1422,975,0,75.3,69.6,35.1,70.7,70.4,24.2,79.7,29.0,6.8,3366,3010,833,83.4,41.7
348,12,63,48985,10.0,13.8,4.6,1.5,8.4,37.2,11.6,10343,813,1966,2693,2677,473160,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.2,-1111.1,-1111.1,6.8,6703,6854,2068,49.0,22.5
333,12,33,296772,10.1,15.0,4.7,2.0,15.9,18.1,12.5,34278,5463,12146,15660,16317,40475023,83.0,76.4,55.7,57.1,51.1,27.9,72.7,33.3,8.4,43450,38777,8158,86.3,44.8
442,13,117,140393,6.3,11.0,1.6,2.2,3.5,20.1,14.1,12960,2325,2996,8176,6796,286816,92.8,86.1,-1111.1,-1111.1,-1111.1,16.3,73.3,20.3,3.7,12676,6644,924,25.6,11.4
2558,48,75,7676,7.4,11.5,8.0,0.6,14.6,12.1,20.2,1747,168,179,427,365,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1152,1054,133,91.2,26.1
3101,55,109,77144,5.7,9.6,1.2,2.5,10.8,21.5,7.7,4282,1952,1412,4905,4048,79228,82.2,-1111.1,-1111.1,-1111.1,-1111.1,13.6,81.1,17.6,4.5,3531,5950,770,48.0,29.8
2208,41,5,368470,5.6,9.0,2.1,3.3,15.8,11.2,14.1,27599,10390,5307,26903,27300,265901,81.1,83.7,41.7,71.1,72.8,15.8,74.3,22.0,4.5,34889,38443,4844,71.9,49.4
1850,36,49,26571,6.2,8.8,2.1,1.7,15.5,21.4,9.5,3368,789,619,1496,1579,50673,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.9,3135,3572,639,56.5,26.3
2789,49,29,7906,5.5,9.8,2.3,2.1,13.1,-1111.1,16.0,332,158,110,565,317,77021,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.4,-1111.1,-1111.1,3.3,643,717,47,63.2,12.6
1742,31,181,3762,5.6,8.9,2.5,2.0,14.7,-1111.1,-1111.1,446,72,65,238,134,-2222,91.7,-1111.1,-1111.1,-1111.1,-1111.1,30.5,-1111.1,-1111.1,3.7,491,964,105,26.6,26.6
66,1,133,24498,7.8,11.6,6.3,0.9,10.4,45.3,13.7,6425,475,1190,1421,1156,88000,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,4592,3642,1152,32.7,12.2
2322,45,17,15100,11.1,12.2,7.3,1.6,25.4,22.9,11.6,2806,545,509,899,715,2298026,90.4,-1111.1,-1111.1,-1111.1,-1111.1,17.6,82.1,-1111.1,10.6,2489,1447,385,19.9,26.5
1835,36,19,82047,8.1,11.2,2.8,1.7,7.9,15.7,11.8,12943,2119,2277,4792,5329,5785,93.7,-1111.1,-1111.1,-1111.1,-1111.1,26.6,71.9,24.8,6.6,7878,9370,2255,76.8,37.8
1747,32,5,47017,7.6,11.5,2.8,3.7,13.5,12.3,20.4,2842,971,999,3696,2898,2514,77.1,71.7,45.2,56.8,60.0,15.5,76.7,28.5,5.3,4964,6130,517,53.2,38.3
1753,32,17,4391,8.6,12.0,2.2,2.7,24.9,49.5,29.4,479,79,134,326,293,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16.3,-1111.1,-1111.1,10.5,615,744,106,22.8,22.8
798,19,23,15072,5.8,10.6,2.2,2.1,10.5,18.2,10.6,1909,418,237,880,538,482,86.9,-1111.1,-1111.1,-1111.1,-1111.1,21.2,81.2,29.1,4.6,822,3072,252,19.9,13.3
198,6,29,756825,6.6,11.7,5.4,2.1,16.2,21.7,11.0,139010,27239,23329,36250,51564,1686105,75.3,83.6,45.6,-1111.1,-1111.1,30.4,76.3,27.5,9.0,152346,63074,15615,62.2,27.7
857,19,141,14414,3.8,9.0,2.7,1.6,7.6,19.5,10.4,1959,315,237,840,519,141400,81.6,-1111.1,-1111.1,-1111.1,-1111.1,24.1,82.8,25.8,3.7,946,3138,327,48.6,34.7
1009,21,37,87251,7.6,12.0,3.9,1.7,8.7,9.0,11.8,11017,2617,3146,5635,4896,37842,74.3,69.1,38.8,56.7,58.1,27.8,85.6,22.0,6.9,7283,10693,2034,80.2,35.5
1215,25,1,226514,6.0,8.8,1.7,4.6,10.3,13.4,8.5,13888,5779,4432,14396,20492,530676,83.3,87.6,56.8,67.3,72.7,16.0,65.6,30.5,6.7,18135,52438,5170,101.5,69.3
422,13,77,109903,7.4,12.2,3.6,1.6,10.4,20.6,10.2,13033,2546,2741,6424,5453,6214461,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.0,74.3,23.9,8.0,10638,8286,1910,47.3,20.9
2319,45,11,23345,11.2,15.3,7.3,1.1,26.8,31.9,14.0,4916,897,825,1339,1122,465915,80.7,-1111.1,-1111.1,-1111.1,-1111.1,30.6,76.0,31.7,6.6,4054,2763,825,38.6,25.7
22,1,45,48748,8.4,14.1,4.1,0.9,12.6,24.5,10.8,7021,828,1811,2655,2280,90996,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.4,79.5,-1111.1,12.1,7831,7809,2314,24.6,22.6
2888,51,147,20455,11.7,18.5,6.0,1.7,16.3,19.0,8.2,3470,433,408,1158,1292,997,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.6,-1111.1,-1111.1,5.3,2297,3001,650,88.0,24.4
71,2,60,1112,-1111.1,7.5,3.8,4.3,12.6,-1111.1,-1111.1,80,57,-2222,60,83,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,153,339,73,0.0,0.0
2214,41,17,141382,6.3,10.5,2.8,2.7,9.6,20.0,15.9,11258,4054,4325,10491,10537,1308,75.0,75.2,48.9,72.4,74.9,13.9,75.0,22.2,4.5,13851,16905,2047,84.2,38.9
1512,29,63,12342,6.0,10.6,4.4,1.1,13.1,25.3,10.0,2069,290,287,876,592,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,41.2,-1111.1,-1111.1,6.9,1132,1269,159,0.0,8.1
1313,27,3,323996,6.1,10.0,1.8,2.4,14.1,12.3,8.9,18800,7344,3192,17185,17514,133855,82.4,82.5,58.9,76.5,76.7,17.0,79.5,20.2,5.7,23312,21657,3994,57.7,39.5
2205,40,153,19088,7.2,11.8,5.3,1.0,30.0,31.5,12.4,2568,340,606,1176,856,883167,72.4,-1111.1,29.3,73.8,72.7,28.0,84.1,30.8,9.0,2893,2588,387,57.6,47.2
252,8,19,9197,9.8,10.7,1.6,4.8,10.8,22.4,21.6,438,288,243,686,662,2181279,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.0,1144,503,102,32.6,10.9
484,13,201,6228,9.3,11.8,7.1,1.1,17.9,44.8,-1111.1,1273,141,171,376,316,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,1114,930,200,80.3,32.1
1402,28,7,19552,10.8,16.9,7.3,1.0,17.2,35.6,12.7,4778,679,716,1152,881,80463,77.7,-1111.1,-1111.1,-1111.1,-1111.1,30.8,87.3,-1111.1,11.4,3843,3085,883,61.4,30.7
2965,53,27,70900,5.8,10.3,5.9,1.6,-2222.2,15.9,18.1,9077,2365,2500,4327,4692,1095185,80.7,-1111.1,39.7,58.0,57.8,22.6,80.9,33.8,11.3,10848,10589,2240,43.7,40.9
1558,29,155,19412,11.7,17.6,11.6,0.6,26.1,42.0,14.0,5024,632,694,1188,899,309635,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,44.8,-1111.1,-1111.1,12.9,4265,2749,972,67.0,10.3
1774,34,5,450743,7.6,11.9,2.0,3.5,19.0,13.3,7.9,38765,9015,11577,23382,22476,1441216,85.1,79.2,45.1,70.6,72.1,25.2,72.7,24.6,7.1,36226,53956,7184,81.4,51.0
578,16,59,7909,6.6,9.6,3.7,2.4,18.1,30.8,26.1,971,237,388,530,333,-2222,76.6,-1111.1,29.4,-1111.1,-1111.1,20.8,73.5,23.8,6.5,1637,1349,246,37.9,12.6
1609,30,27,11551,5.7,9.7,3.2,2.2,20.2,23.9,15.8,1129,282,352,859,581,-2222,86.1,87.0,44.5,73.7,77.9,23.5,74.1,22.5,6.5,2311,2241,269,103.9,60.6
1981,37,187,13282,8.9,14.5,8.2,1.4,22.1,29.0,13.9,2685,422,404,768,867,-2222,91.5,-1111.1,-1111.1,-1111.1,-1111.1,23.3,-1111.1,-1111.1,7.8,2598,2123,543,30.1,22.6
2136,40,15,30229,6.3,14.7,7.4,1.2,26.9,33.7,14.0,4641,688,763,1795,1383,-2222,76.8,77.2,30.0,-1111.1,-1111.1,31.9,86.8,41.0,10.5,6622,4597,680,19.8,16.5
2886,51,143,61854,8.6,12.8,5.2,1.6,15.9,25.7,16.9,14209,1984,1507,3586,2811,371642,86.1,83.0,35.9,-1111.1,-1111.1,32.0,80.1,32.2,10.6,6732,6786,1618,9.7,9.7
1532,29,103,4171,7.2,10.0,2.1,2.3,20.2,39.8,-1111.1,577,96,109,278,190,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,833,823,109,0.0,24.0
563,16,29,7131,6.4,12.2,3.4,1.5,13.3,22.3,23.6,601,174,160,444,307,4413620,77.8,-1111.1,-1111.1,-1111.1,-1111.1,24.5,78.5,22.0,9.7,1143,988,122,14.0,56.1
1635,30,79,1105,7.5,13.1,-1111.1,-1111.1,22.4,-1111.1,-1111.1,185,26,18,87,49,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,228,269,26,90.5,0.0
1284,26,111,84064,7.0,11.7,2.3,2.2,8.8,11.3,9.7,6071,2423,1749,4695,5333,890612,77.9,-1111.1,60.1,-1111.1,-1111.1,17.0,73.7,22.3,8.7,7721,10337,1482,101.1,53.5
399,13,29,28549,8.1,11.7,5.4,1.8,16.9,30.4,14.8,3720,541,748,1663,1505,62,91.2,-1111.1,-1111.1,-1111.1,-1111.1,24.8,79.3,15.7,4.7,3010,2154,622,70.1,24.5
257,8,29,29947,7.0,10.2,5.5,2.0,22.7,19.8,27.8,4127,735,863,2204,2272,1427,76.9,-1111.1,-1111.1,-1111.1,-1111.1,24.5,75.8,26.9,7.4,5244,5537,690,66.8,36.7
2590,48,139,133474,6.7,12.4,5.3,1.5,20.9,17.7,11.8,18291,3339,2879,6831,5885,2235859,86.9,-1111.1,-1111.1,-1111.1,-1111.1,24.4,74.8,21.8,6.1,17121,11293,1995,51.7,21.7
295,8,105,12227,8.5,11.8,7.8,1.3,21.1,29.7,18.9,1716,388,386,858,951,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3061,1752,316,49.1,40.9
872,19,171,17919,5.7,9.7,4.3,1.1,17.5,34.5,17.0,1910,540,411,1006,644,16,82.3,82.6,-1111.1,-1111.1,-1111.1,22.8,80.1,23.9,5.2,1837,3263,276,27.9,33.5
552,16,7,6176,7.8,11.4,3.4,1.4,17.4,31.3,39.7,555,125,106,386,277,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.0,79.3,27.8,7.1,1121,1034,105,64.8,32.4
832,19,91,9973,5.4,10.1,1.6,1.8,12.4,20.8,20.3,965,209,171,582,360,15085,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,739,1993,195,30.1,40.1
3021,54,61,84386,7.5,11.6,2.2,2.1,15.7,9.8,12.7,8261,1437,3257,6380,4909,5549679,82.6,82.9,44.2,63.6,65.1,18.3,76.9,23.1,7.9,9191,8147,1562,209.8,111.4
396,13,23,12141,9.9,14.1,7.7,0.7,20.0,35.5,20.1,2140,395,310,718,667,-2222,82.2,-1111.1,-1111.1,-1111.1,-1111.1,25.4,80.9,-1111.1,10.2,1529,1634,433,74.1,24.7
2613,48,185,25192,7.4,11.7,7.8,1.1,16.8,30.8,17.4,5620,616,549,1366,1046,99385,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3899,2894,424,31.8,19.8
855,19,137,11313,7.2,12.9,3.5,1.2,11.2,22.5,15.7,1464,279,181,647,381,9216,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.8,83.5,33.3,13.2,1126,2196,313,53.0,44.2
1405,28,13,14652,10.2,14.7,10.6,0.8,19.0,41.6,11.0,3546,495,597,875,651,56903,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,36.7,86.4,-1111.1,10.6,2365,2269,744,41.0,20.5
457,13,147,24036,9.5,14.2,5.9,1.2,13.1,29.4,13.8,4773,773,698,1482,1198,18353,84.1,-1111.1,-1111.1,-1111.1,-1111.1,24.1,-1111.1,-1111.1,10.6,2884,2976,551,49.9,16.6
2937,51,710,231954,10.6,14.4,4.3,1.6,20.5,8.7,12.6,29003,5439,4070,12535,12613,939068,86.7,85.2,53.5,69.1,68.6,23.0,75.1,26.5,6.6,41142,22937,4748,140.5,46.1
209,6,51,12509,6.8,10.3,2.8,3.4,25.5,28.4,16.3,1049,422,608,674,854,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2270,808,95,71.9,40.0
889,20,7,4958,6.9,9.4,3.5,1.2,16.5,23.7,32.5,495,97,82,326,249,6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.4,690,1097,139,20.2,40.3
286,8,87,27995,7.6,13.4,6.2,2.1,30.9,43.7,16.9,4891,633,644,1873,2116,3540785,83.1,-1111.1,-1111.1,-1111.1,-1111.1,34.4,77.4,21.9,4.2,5406,3414,471,64.3,35.7
425,13,83,16040,8.8,12.7,6.1,1.3,13.3,28.6,11.1,3446,394,380,983,875,1743,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,2008,2013,469,43.6,12.5
1682,31,61,3421,4.9,8.0,2.3,-1111.1,9.8,43.1,-1111.1,347,63,50,216,127,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,90.3,-1111.1,11.7,480,820,82,58.5,58.5
1430,28,63,9432,13.6,17.4,9.6,1.2,27.6,48.5,11.3,2337,458,435,541,465,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,2211,890,452,31.8,0.0
1443,28,89,84286,10.9,18.2,4.4,2.0,12.4,21.4,8.6,9078,2301,2170,4815,3883,879408,87.8,79.6,47.3,-1111.1,65.5,21.0,80.8,21.9,5.5,9758,7284,1774,155.4,32.0
567,16,37,4077,6.5,9.3,2.8,2.3,19.8,-1111.1,-1111.1,456,129,98,277,169,768991,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,17.6,73.8,-1111.1,5.9,838,610,99,24.5,24.5
2647,48,253,19736,7.4,11.8,9.4,1.2,29.5,23.1,19.2,4686,438,527,1109,949,52242,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3357,2348,363,20.3,15.2
757,18,125,12766,8.6,13.2,5.1,1.3,13.1,32.0,13.8,2166,351,366,881,534,7220038,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.9,1215,1893,381,31.3,23.5
2285,42,87,46235,5.7,8.6,3.2,1.7,-2222.2,15.1,11.7,7325,1366,1334,2607,2255,60592,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.6,82.1,-1111.1,8.7,4957,7490,1224,56.2,21.6
2812,50,17,29287,6.2,8.9,2.5,3.2,8.5,7.2,13.9,3219,525,908,1845,2672,-2222,84.7,81.7,46.5,60.2,64.2,21.4,69.0,23.2,5.5,2724,3588,656,85.4,30.7
54,1,109,29639,9.3,16.7,6.8,1.0,23.1,31.4,11.9,5590,545,1040,1668,1638,3133084,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.2,-1111.1,-1111.1,11.3,5696,3917,1180,57.4,27.0
2666,48,291,75141,7.4,12.4,5.8,1.2,20.1,47.3,15.9,14660,2148,1953,3922,3226,45640,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.0,12191,7944,1707,31.9,16.0
465,13,163,16926,11.4,13.2,7.7,1.2,15.2,33.1,12.4,4428,601,685,977,844,22255,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,87.5,-1111.1,8.8,3551,2379,706,59.1,17.7
2017,38,59,25528,6.0,10.0,2.8,1.5,12.7,16.1,10.1,3491,528,488,1454,813,1157097,78.6,83.7,40.1,76.6,67.6,23.9,79.3,26.8,5.5,2164,3779,527,39.2,27.4
2391,46,65,16875,5.6,10.2,3.2,1.8,15.3,14.0,22.2,1187,327,256,934,583,-2222,86.5,82.8,53.5,64.4,78.2,19.7,80.3,27.7,6.8,1776,2095,261,100.7,53.3
2259,42,35,37439,6.9,9.7,3.0,1.1,-2222.2,18.0,11.1,4861,1149,932,2157,2109,38064,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.9,-1111.1,-1111.1,6.2,3699,5846,903,53.4,45.4
3074,55,57,26725,6.0,11.2,3.8,1.8,24.8,24.3,12.4,3970,784,616,1774,1426,9922,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,18.5,-1111.1,-1111.1,5.7,3032,4285,694,56.1,22.5
714,18,39,195362,6.5,9.7,3.6,1.8,36.0,17.0,8.5,29585,4699,3628,12472,8349,3096185,79.0,75.0,38.2,53.2,62.1,26.2,77.0,27.7,5.5,24647,20152,3036,53.7,30.2
1072,21,163,28447,7.3,11.8,5.4,0.9,18.9,29.1,14.3,4056,854,1258,1798,1596,123296,88.7,-1111.1,-1111.1,-1111.1,-1111.1,28.1,77.8,28.4,7.5,3750,1979,593,10.5,17.6
2512,47,173,19076,9.8,15.4,7.1,0.8,10.7,38.6,13.9,5672,478,940,1212,988,1805,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,2715,1653,724,10.5,10.5
1977,37,179,162929,7.1,11.7,3.3,2.2,13.5,21.0,10.3,20479,3374,3132,9099,10749,245208,85.9,81.3,-1111.1,-1111.1,-1111.1,24.8,75.0,24.7,4.3,16125,10776,2122,43.0,8.6
1617,30,43,11170,5.4,8.7,2.2,3.6,11.3,26.2,17.5,751,212,263,819,606,14349963,81.1,-1111.1,-1111.1,-1111.1,-1111.1,18.1,80.1,21.8,5.4,1246,1114,275,80.6,17.9
2296,42,109,38207,7.3,11.2,2.2,2.6,-2222.2,15.5,8.4,6720,882,833,2154,2093,2753118,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.3,-1111.1,-1111.1,7.1,3372,5230,918,52.3,39.3
1644,30,97,3672,7.4,9.4,1.4,2.5,17.1,-1111.1,-1111.1,287,55,60,266,179,397501,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,22.6,70.8,-1111.1,3.4,566,556,46,54.5,27.2
121,5,25,8903,9.7,14.7,5.6,0.8,18.4,23.9,12.6,1610,236,278,572,497,-2222,87.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,1173,1154,284,0.0,11.2
1702,31,101,8330,7.4,11.6,4.8,1.7,17.2,25.3,23.5,785,159,131,518,299,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.2,75.3,24.5,7.7,1269,1518,187,84.0,72.0
201,6,35,34751,6.6,9.6,3.3,1.1,17.9,13.8,15.8,4828,993,1841,1930,2571,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4118,3171,801,51.8,63.3
577,16,57,34714,5.2,8.3,0.8,1.8,9.6,20.0,10.8,1783,619,593,2306,1956,15,79.7,69.0,43.2,58.2,74.5,13.5,77.6,19.6,4.0,4693,3365,511,54.7,37.4
1735,31,167,6534,5.1,10.3,2.6,1.0,10.7,-1111.1,-1111.1,586,115,100,384,248,11276494,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20.0,-1111.1,-1111.1,1.7,846,520,67,0.0,0.0
1816,35,43,107460,7.4,12.1,5.2,2.7,28.3,21.8,14.5,9672,2534,3174,6710,6639,47700,80.9,78.0,45.1,67.2,68.0,21.7,78.3,21.2,6.0,17681,10133,1688,66.1,14.0
1379,27,135,16495,5.2,8.5,2.7,1.6,16.1,28.4,13.3,1875,527,201,877,884,27369,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.5,-1111.1,-1111.1,6.7,1288,2053,232,48.5,42.4
1010,21,39,5329,5.0,9.6,6.4,1.0,19.2,25.6,20.9,989,174,251,357,289,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,84.8,-1111.1,10.2,788,928,220,18.8,18.8
2222,41,33,80761,5.3,8.6,4.3,2.0,17.7,20.1,19.5,10419,2426,2919,6098,5897,168805,72.3,77.4,41.3,56.5,60.5,20.7,72.6,28.0,7.4,12296,15804,2369,79.2,44.6
